Point 801,,-1.367,-11.148
Point 802,,-1.351,-11.241
Point 803,,-1.329,-11.326
Point 804,,-1.312,-11.411
Point 806,,-1.287,-11.486
Point 807,,-1.264,-11.539
Point 808,,-1.252,-11.571
Point 809,,-1.252,-11.571
